lon,lat
-77.926845,42.133613
-77.75268299999998,42.308297
-77.80935799999997,42.234985
-77.864562,42.258481
-77.77646,42.180191
-77.820379,42.16161500000001
-77.90028000000002,42.128375
-77.788674,42.091333
-77.931979,42.10269
-77.959645,42.03536
-77.844705,42.032444
-78.02503,42.110313
-77.982824,42.105341
-77.955945,42.115298
-78.066221,42.058857
-78.256289,42.097312
-78.138017,42.103907
-78.262294,42.036907
-78.173548,42.065077
-78.15046,42.068014
-78.161311,42.034246
-73.91305799999998,40.904186
-73.908192,40.913132
-73.906502,40.905502
-73.90794,40.900956
-73.904666,40.901642
-73.901882,40.905703
-73.901451,40.910766
-73.898025,40.910057
-73.89797,40.905903
-73.897871,40.902817
-73.851047,40.904907
-73.853696,40.901516
-73.85455400000002,40.904178
-73.844887,40.900129
-73.851704,40.90062800000001
-73.846514,40.904542
-73.84510300000002,40.902428
-73.842518,40.900976
-73.868505,40.90100200000001
-73.864009,40.900867
-73.86639699999998,40.900573
-75.947509,42.109425
-75.943373,42.109975
-75.939502,42.105975
-75.934211,42.104025
-75.927339,42.106825
-75.935101,42.110642
-75.93774,42.113175
-75.942903,42.114925
-75.91632299999998,42.114642
-75.9128,42.10899000000001
-75.918347,42.10627
-75.92061600000002,42.110575
-75.896148,42.123225
-75.89851999999998,42.119508
-75.9025,42.117925
-75.900842,42.113375
-75.897071,42.108808
-75.900221,42.106342
-75.909161,42.10978400000001
-75.889037,42.118775
-75.889566,42.112175
-75.890105,42.106175
-75.878171,42.111817
-75.872787,42.106576
-75.881412,42.106525
-75.882917,42.110075
-75.86440400000002,42.108022
-75.88454200000002,42.100375
-75.896253,42.097425
-75.907538,42.097025
-75.91135899999998,42.095608
-75.899141,42.102725
-75.907674,42.099175
-75.91179699999998,42.102225
-75.91645,42.103719
-75.920489,42.102875
-75.92446,42.103275
-75.929873,42.105438
-75.9188,42.098375
-75.922495,42.096975
-75.923061,42.095275
-75.923621,42.090925
-75.927492,42.094975
-75.928756,42.099025
-75.924149,42.099475
-75.939165,42.102525
-75.932424,42.095525
-75.936364,42.096775
-75.944549,42.097175
-75.946303,42.103575
-75.920011,42.085575
-75.924589,42.083275
-75.942197,42.088425
-75.908804,42.091925
-75.908608,42.087575
-75.902388,42.080425
-75.913308,42.079058
-75.913595,42.089475
-75.879899,42.099625
-75.881547,42.095775
-75.887805,42.091225
-75.901799,42.090775
-75.900559,42.093375
-76.027371,42.235928
-76.043607,42.18773
-76.05714300000002,42.169866
-76.095952,42.15493
-75.983869,42.183318
-75.881919,42.361953
-75.969797,42.355933
-75.970506,42.325645
-75.91167800000002,42.300976
-75.91902900000002,42.268615
-76.063678,42.358566
-76.021459,42.381579
-76.024745,42.284831
-75.884212,42.173725
-75.848046,42.193961
-75.86401500000002,42.236707
-75.859817,42.20403
-75.864047,42.176357
-75.85929200000002,42.165325
-75.878969,42.168075
-75.844165,42.17847800000001
-75.903768,42.146875
-75.93436700000002,42.218191
-75.91804499999998,42.1816
-75.88374,42.146886
-75.884625,42.154575
-75.856349,42.160633
-75.82732299999998,42.18086
-75.772485,42.215313
-75.826756,42.213848
-75.811231,42.166604
-75.669922,42.198467
-75.658948,42.144061
-75.583253,42.150033
-75.749679,42.155852
-75.468438,42.144568
-75.434374,42.061446
-75.499724,42.048976
-75.685786,42.084077
-75.693864,42.036348
-75.64199599999998,42.076966
-75.61195699999998,42.070455
-75.751144,42.103531
-75.81848000000002,42.138061
-75.794993,42.100732
-75.771742,42.02717
-75.798999,42.051667
-75.839568,42.102176
-75.816505,42.097076
-75.84648299999998,42.098642
-75.81752,42.076326
-75.80911400000002,42.056576
-75.854191,42.090426
-75.835313,42.040636
-75.814833,42.006773
-75.912898,42.069025
-75.873278,42.089976
-75.94054,42.078907
-75.916656,42.024099
-75.89244599999998,42.139908
-75.887068,42.12745
-75.895269,42.130375
-75.907377,42.131226
-75.911322,42.125275
-75.940505,42.121742
-75.968846,42.146942
-76.008883,42.129869
-75.976014,42.114475
-76.0052,42.112874
-76.013118,42.123174
-76.01974,42.107907
-76.03008299999998,42.103013
-76.031594,42.107874
-76.024294,42.112474
-76.030541,42.113174
-76.037044,42.112574
-76.034018,42.125191
-76.028315,42.120174
-76.028616,42.116374
-76.076375,42.110074
-76.070513,42.109827
-76.074779,42.100841
-76.078968,42.092424
-76.09269300000003,42.094274
-76.08139399999997,42.123574
-76.071069,42.139521
-76.02674,42.143573
-76.031562,42.133272
-76.047507,42.133946
-76.047045,42.119724
-76.05032800000002,42.121824
-76.05109499999998,42.116974
-76.04211,42.113068
-76.04146899999998,42.110674
-76.04859499999998,42.110474
-76.05364200000002,42.111974
-76.054845,42.110224
-76.042776,42.104674
-76.047268,42.102024
-76.05227099999998,42.101724
-76.067245,42.103324
-76.06987099999998,42.099274
-76.064674,42.098424
-76.071016,42.095524
-76.056772,42.100874
-76.040935,42.099474
-76.054439,42.095874
-76.07097900000002,42.091124
-75.949758,42.122975
-75.95459699999998,42.118073
-75.960316,42.123725
-75.953389,42.126075
-75.952749,42.115175
-75.960391,42.113908
-75.96759499999997,42.11440800000001
-75.94827,42.111575
-75.954791,42.109725
-75.960043,42.111225
-75.964111,42.108857
-75.95059599999998,42.103025
-75.95428299999998,42.100475
-75.954932,42.103308
-75.960823,42.104425
-75.96653,42.105075
-75.96334,42.14274
-75.97916500000002,42.125574
-75.97352,42.124575
-75.97241899999999,42.139825
-75.99763399999998,42.087474
-75.987219,42.102924
-75.983147,42.097408
-75.998643,42.089524
-76.007765,42.090624
-75.95186600000002,42.091125
-75.953434,42.082325
-75.96695600000002,42.086275
-76.028369,42.095824
-76.025001,42.091774
-76.049187,42.081824
-76.05398199999998,42.08586
-76.028378,42.075874
-76.08886700000002,42.076174
-76.06905,42.079874
-76.04553,42.072107
-76.080475,42.058924
-76.030036,42.050824
-75.97741500000002,42.058895
-76.070127,42.043046
-76.026935,42.021826
-78.970714,42.482899
-79.031406,42.530084
-78.310293,42.23346
-78.344717,42.48331
-78.408622,42.46409
-78.393728,42.413259
-78.474478,42.507283
-78.486086,42.513048
-78.48366800000002,42.464412
-78.504002,42.415862
-78.483029,42.422003
-78.57564,42.471713
-78.663038,42.434751
-78.70780400000002,42.392563
-78.80569799999998,42.392208
-78.92612199999998,42.444951
-78.940179,42.463236
-79.011859,42.495494
-78.989076,42.423706
-78.948676,42.371335
-79.047308,42.367273
-78.991661,42.28972
-78.91252,42.283636
-78.86504599999998,42.332026
-78.816005,42.306901
-78.861201,42.19285900000001
-78.799775,42.249555
-78.800298,42.19752800000001
-78.728367,42.263691
-78.684986,42.190379
-78.657476,42.266993
-78.659807,42.306594
-78.472206,42.377314
-78.586067,42.298301
-78.458961,42.340999
-78.426462,42.343392
-78.452349,42.327753
-78.370994,42.250726
-78.498108,42.22315
-78.343891,42.165524
-78.37674100000002,42.130109
-78.456983,42.138676
-78.413561,42.105635
-78.620645,42.151173
-78.527784,42.128158
-78.495903,42.098494
-78.477645,42.082692
-78.34509,42.056577
-78.331962,42.021861
-78.370266,42.032143
-78.438367,42.024412
-78.482877,42.079745
-78.466604,42.03879600000001
-78.526523,42.047271
-78.60700200000002,42.050015
-78.714972,42.036942
-78.913555,42.168472
-79.000764,42.198083
-78.99525200000002,42.163266
-79.000435,42.095116
-78.425077,42.08987
-78.423477,42.09875200000001
-78.43485600000002,42.093289
-78.44358100000002,42.09496
-78.443013,42.082439
-78.454916,42.079872
-78.442987,42.078689
-78.441775,42.074951
-78.452079,42.076379
-78.432313,42.087721
-78.435603,42.083813
-78.434678,42.078518
-78.427444,42.080016
-78.434625,42.076506
-78.434602,42.073933
-78.42169399999999,42.084645
-78.417819,42.07902
-78.409806,42.081933
-78.404767,42.076034
-78.425797,42.07511
-78.43094,42.069459
-78.852411,42.098006
-78.748826,42.165313
-78.73629,42.15789
-78.725014,42.163426
-78.71533000000002,42.152592
-78.70263800000002,42.157276
-78.69668399999998,42.154184
-78.64303100000002,42.103452
-76.687314,43.349661
-76.66395,43.322122
-76.656006,43.279574
-76.656591,43.236457
-76.652601,43.183901
-76.56784499999998,43.196765
-76.511425,43.216857
-76.523335,43.131522
-76.570768,43.130244
-76.674549,43.111891
-76.62001,43.112063
-76.63756,43.037997
-76.61820999999998,43.04158
-76.571616,43.047674
-76.519634,43.061894
-76.522901,43.028827
-76.697225,43.013822
-76.63181800000002,42.977659
-76.58258000000002,42.983049
-76.519886,42.980167
-76.517168,42.93268
-76.54415300000002,42.92339000000001
-76.538289,42.91207100000001
-76.503467,42.889798
-76.490959,42.847935
-76.414839,42.815776
-76.443063,42.737529
-76.39917,42.729647
-76.331749,42.727007
-76.307601,42.655765
-76.39353100000002,42.649555
-76.43988900000002,42.651237
-76.67556400000002,42.787021
-76.66875300000002,42.722546
-76.531964,42.72123
-76.51929799999998,42.661874
-76.625747,42.650581
-76.599959,42.871455
-76.55663299999998,42.875883
-76.521434,42.791679
-76.60708199999998,42.79938
-76.71497,42.948319
-76.620847,42.93285
-76.703758,42.908388
-76.67563299999998,42.865464
-76.69423499999998,42.839277
-76.570297,42.94063
-76.57539200000002,42.9394
-76.58215,42.937707
-76.579571,42.94928
-76.594643,42.943301
-76.556375,42.949162
-76.55976700000002,42.944479
-76.564627,42.93708
-76.551315,42.942006
-76.545339,42.939171
-76.544554,42.936661
-76.55370500000002,42.936337
-76.560119,42.9328
-76.549448,42.932071
-76.540377,42.930986
-76.552018,42.92839
-76.56253000000002,42.930012
-76.56416899999998,42.924994
-76.55816300000002,42.924605
-76.550388,42.91749
-76.55686800000002,42.916384
-76.56701600000002,42.927338
-76.575817,42.92610300000001
-76.583516,42.920079
-76.5811,42.91748
-76.57033100000002,42.9193
-76.57296099999998,42.914383
-76.572165,42.932643
-76.583974,42.926566
-76.58382900000002,42.931782
-76.574247,42.934448
-79.219972,42.116008
-79.226235,42.108891
-79.228669,42.102658
-79.216654,42.108958
-79.232843,42.115358
-79.237719,42.109057
-79.231944,42.106058
-79.235228,42.104407
-79.24006899999998,42.104357
-79.24929399999998,42.103057
-79.242324,42.09949
-79.25931899999998,42.098457
-79.261876,42.094357
-79.251336,42.092757
-79.261549,42.090807
-79.261619,42.087957
-79.232749,42.09919
-79.24350600000002,42.096257
-79.23742299999998,42.092852
-79.24494399999998,42.090407
-79.221742,42.098808
-79.228403,42.092357
-79.22346,42.093775
-79.21475600000002,42.092908
-79.227284,42.08709
-79.234454,42.089124
-79.233319,42.082907
-79.234219,42.078457
-79.223011,42.081808
-79.240569,42.085557
-79.248141,42.087057
-79.24811899999997,42.084657
-79.245497,42.080657
-79.257517,42.082224
-79.130774,42.562297
-79.163801,42.548416
-79.142966,42.545939
-79.16539399999998,42.535276
-79.170906,42.538691
-79.169852,42.469226
-79.109603,42.495049
-79.250353,42.499696
-79.25474200000002,42.456987
-79.322541,42.481541
-79.31919,42.48181
-79.315351,42.480547
-79.32202099999998,42.494085
-79.329666,42.487579
-79.31651600000002,42.490758
-79.34676,42.485242
-79.339987,42.481379
-79.340631,42.474174
-79.330199,42.481015
-79.32619,42.474637
-79.328971,42.463084
-79.329257,42.456087
-79.311128,42.431677
-79.328344,42.441141
-79.332347,42.448836
-79.352705,42.439019
-79.33784,42.443335
-79.333352,42.431034
-79.339667,42.452217
-79.385826,42.448678
-79.37337600000002,42.390463
-79.313315,42.383174
-79.307147,42.475955
-79.13283299999998,42.39837
-79.253632,42.39546
-79.223129,42.293565
-79.101923,42.304657
-79.420171,42.413085
-79.461669,42.377894
-79.50930799999998,42.356761
-79.518335,42.200433
-79.468735,42.212673
-79.52402099999998,42.248624
-79.4572,42.267594
-79.376409,42.305675
-79.32257299999998,42.333698
-79.57180100000002,42.337858
-79.614325,42.271555
-79.57306,42.320442
-79.55189200000002,42.317883
-79.71120400000002,42.265682
-79.691852,42.254906
-79.705272,42.132287
-79.58934599999998,42.153898
-79.589175,42.068082
-79.69381,42.048423
-79.489273,42.125247
-79.391202,42.124096
-79.45885899999998,42.033535
-79.404937,42.059429
-79.220401,42.219442
-79.33043,42.214646
-79.355663,42.158119
-79.401219,42.176807
-79.337513,42.131994
-79.347879,42.086348
-79.26009599999998,42.049602
-79.315976,42.011233
-79.32656899999998,42.104157
-79.350959,42.098922
-79.310294,42.101657
-79.331567,42.096307
-79.28196899999998,42.107907
-79.280986,42.10149000000001
-79.283036,42.091307
-79.270645,42.092262
-79.253732,42.141719
-79.19196600000002,42.123791
-79.202219,42.118308
-79.19197700000002,42.105072
-79.15420400000002,42.143418
-79.10508399999998,42.217019
-79.096777,42.135747
-79.207258,42.059753
-79.172435,42.046247
-79.121841,42.037104
-79.08268299999997,42.542442
-76.796643,42.103999
-76.804036,42.103624
-76.811777,42.110124
-76.824894,42.115724
-76.821327,42.111274
-76.818075,42.106224
-76.81840600000002,42.101874
-76.815329,42.100474
-76.83322199999998,42.112724
-76.829359,42.103124
-76.822406,42.099424
-76.826415,42.097274
-76.833526,42.100824
-76.825787,42.092324
-76.823988,42.087924
-76.821275,42.082941
-76.814277,42.094674
-76.81501999999998,42.092074
-76.81496800000002,42.087324
-76.804039,42.091974
-76.802428,42.088874
-76.80704300000002,42.088774
-76.810091,42.090724
-76.801243,42.095474
-76.794639,42.092174
-76.78705699999998,42.088724
-76.797252,42.081274
-76.795018,42.080374
-76.790825,42.080174
-76.78779899999998,42.075524
-76.795991,42.073943
-76.801777,42.082274
-76.8097,42.078507
-76.808465,42.083324
-76.817172,42.078374
-76.81504699999998,42.074524
-76.810161,42.072724
-76.805379,42.070574
-76.81083000000002,42.068174
-76.674396,42.212529
-76.666253,42.157411
-76.585051,42.23865900000001
-76.57551,42.193695
-76.914535,42.279268
-76.95011099999998,42.231418
-76.876914,42.211899
-76.757597,42.238825
-76.826273,42.257099
-76.938921,42.147313
-76.938879,42.174907
-76.87356899999997,42.176587
-76.891711,42.125491
-76.933693,42.136169
-76.912973,42.076819
-76.831453,42.176224
-76.831828,42.167724
-76.836558,42.172107
-76.844611,42.171474
-76.822678,42.167741
-76.818524,42.156874
-76.825554,42.159241
-76.836054,42.160174
-76.83713399999998,42.145484
-76.827382,42.127407
-76.83413399999998,42.127674
-76.83057099999998,42.121124
-76.748138,42.181475
-76.802521,42.192807
-76.82430500000002,42.193807
-76.780987,42.156674
-76.85300500000002,42.177641
-76.821816,42.147024
-76.817277,42.138524
-76.822872,42.132124
-76.821496,42.126224
-76.813965,42.124374
-76.847724,42.095929
-76.836748,42.084124
-76.843227,42.078924
-76.857911,42.081524
-76.65136,42.056406
-76.606713,42.01547
-76.663072,42.092385
-76.753023,42.089824
-76.787418,42.064974
-76.796976,42.061124
-76.809551,42.063557
-76.815311,42.062157
-76.82166,42.071024
-76.838826,42.048481
-76.943741,42.042366
-76.896363,42.051041
-76.874266,42.026813
-76.768307,42.017173
-76.732253,42.022499
-76.82054699999998,42.048241
-75.41575,42.723779
-75.55331,42.71049
-75.48898,42.677332
-75.54696700000002,42.645275
-75.673364,42.69697100000001
-75.724235,42.66111400000001
-75.851517,42.652109
-75.723577,42.591807
-75.704004,42.535133
-75.80970500000002,42.531138
-75.528526,42.540642
-75.52986700000002,42.535588
-75.52808,42.529919
-75.52143199999998,42.527899
-75.521286,42.522689
-75.520434,42.538689
-75.522993,42.531793
-75.513846,42.53417
-75.513535,42.529104
-75.42245799999998,42.637305
-75.369538,42.570332
-75.436996,42.584301
-75.485825,42.521289
-75.441131,42.517527
-75.347192,42.641374
-75.335336,42.624135
-75.54803199999998,42.579461
-75.587136,42.545869
-75.544567,42.496487
-75.513071,42.487761
-75.600863,42.431727
-75.546212,42.430323
-75.428742,42.46176
-75.41093199999997,42.392104
-75.65557199999998,42.464658
-75.774518,42.465442
-75.603378,42.442237
-75.43620899999998,42.322309
-75.49031,42.310996
-75.542441,42.36881500000001
-75.680892,42.34643300000001
-75.697973,42.390794
-75.771125,42.343308
-75.815292,42.38795
-75.496376,42.219831
-75.52315,42.279933
-75.564725,42.252277
-75.588415,42.222955
-75.70585799999998,42.280461
-75.794299,42.323782
-75.803043,42.285145
-73.46804300000002,44.954436
-73.43668000000002,44.986574
-73.366866,44.998741
-73.367634,44.987531
-73.38736999999998,44.950266
-73.438952,44.979258
-73.501853,44.872511
-73.418375,44.89816500000001
-73.41808499999998,44.841848
-73.49710300000002,44.822206
-73.713495,44.955129
-73.610007,44.973494
-73.57181700000002,44.9548
-73.581203,44.843958
-73.722341,44.846748
-73.664774,44.887984
-73.658857,44.892238
-73.71059,44.727577
-73.89630600000002,44.751638
-73.937351,44.838
-73.947623,44.943182
-73.816022,44.877946
-73.61323900000002,44.760618
-73.503783,44.792008
-73.402125,44.803583
-73.464618,44.759768
-73.516317,44.763861
-73.54156400000002,44.698324
-73.567854,44.70694500000001
-73.61310300000002,44.713705
-73.478235,44.707031
-73.487055,44.717236
-73.462935,44.726728
-73.40555400000002,44.73738400000001
-73.406937,44.714554
-73.46289399999998,44.707211
-73.447475,44.714444
-73.453165,44.704105
-73.455378,44.706013
-73.46117,44.701023
-73.479046,44.705896
-73.469275,44.704624
-73.472015,44.694961
-73.473706,44.687452
-73.4814,44.692689
-73.466176,44.693271
-73.462547,44.686609
-73.454999,44.685049
-73.453121,44.67974
-73.466053,44.672037
-73.46314,44.697101
-73.453693,44.69769
-73.455169,44.690612
-73.460774,44.695239
-73.446269,44.682442
-73.447781,44.696338
-73.454736,44.657024
-73.485298,44.646636
-73.50259799999998,44.682269
-73.607242,44.689135
-73.561322,44.69269600000001
-73.527906,44.664736
-73.532001,44.632797
-73.603734,44.648403
-73.676013,44.444063
-73.808944,44.513534
-73.832916,44.641516
-73.716047,44.702295
-73.708946,44.669985
-73.623685,44.588818
-73.528304,44.607262
-73.46171,44.575614
-73.53073499999998,44.570062
-73.52437900000002,44.584384
-73.583759,44.509157
-73.46361999999998,44.537847
-73.49079499999998,44.503589
-73.45512,42.488537
-73.414025,42.463205
-73.425508,42.404176
-73.463934,42.383692
-73.578773,42.459253
-73.640342,42.45101500000001
-73.61529300000002,42.392616
-73.560376,42.416856
-73.556265,42.379431
-73.6548,42.445656
-73.693758,42.445273
-73.670208,42.433259
-73.66860799999998,42.418467
-73.667278,42.378999
-73.70509399999997,42.393707
-73.757651,42.427289
-73.745153,42.362937
-73.73704000000002,42.320864
-73.768091,42.316485
-73.740613,42.290068
-73.597001,42.356367
-73.607039,42.35785300000001
-73.668207,42.339347
-73.692044,42.29078
-73.620951,42.297481
-73.485775,42.329518
-73.544105,42.310578
-73.504202,42.229278
-73.56336800000003,42.21056
-73.63186400000002,42.234606
-73.650144,42.252717
-73.701802,42.251035
-73.743646,42.247476
-73.728063,42.201286
-73.679884,42.216951
-73.760231,42.267641
-73.767827,42.268049
-73.807313,42.215819
-73.75846700000002,42.22948
-73.781335,42.257425
-73.793459,42.256472
-73.790657,42.254749
-73.785066,42.25123
-73.78084100000002,42.247722
-73.77346999999997,42.242495
-73.788388,42.247609
-73.791538,42.251038
-73.797777,42.253882
-73.78208599999998,42.167826
-73.795317,42.123871
-73.797172,42.072517
-73.680603,42.153742
-73.678969,42.119683
-73.56874599999998,42.156014
-73.575109,42.109586
-73.55354200000002,42.116812
-73.580218,42.06518
-73.592135,42.018314
-73.69588900000002,42.046067
-73.753672,42.069926
-73.816188,42.079618
-73.885442,42.090114
-73.87053399999998,42.154197
-73.88197,42.118513
-75.938677,42.724712
-76.04355600000002,42.712602
-75.94714300000003,42.628443
-76.023374,42.596595
-76.12472199999998,42.735913
-76.161028,42.755657
-76.231548,42.729549
-76.121472,42.651027
-76.21035400000002,42.669128
-76.179406,42.646039
-76.18806500000002,42.640081
-76.179462,42.63528
-76.188469,42.632682
-76.122854,42.612598
-76.087023,42.572736
-76.151898,42.57281
-76.161564,42.612355
-76.174499,42.608497
-76.183366,42.608894
-76.181966,42.603437
-76.16206700000002,42.603141
-76.168932,42.602921
-76.176763,42.603394
-76.17649300000002,42.599519
-76.17233900000002,42.594356
-76.189936,42.608652
-76.19606999999998,42.606375
-76.197092,42.600454
-76.188508,42.602477
-76.182941,42.60005200000001
-76.192562,42.595477
-76.163551,42.595874
-76.180689,42.589336
-76.181431,42.595603
-76.19209599999998,42.589136
-76.19978,42.62015
-76.213631,42.590816
-76.211913,42.57989
-76.204275,42.58162700000001
-76.2365,42.574366
-75.928846,42.531183
-76.011687,42.490321
-75.919811,42.451396
-76.040008,42.443988
-76.08314,42.48308400000001
-76.152062,42.484195
-76.231411,42.504558
-76.19978,42.438434
-74.718352,42.4649
-74.647399,42.414914
-74.844274,42.475868
-74.983345,42.433436
-74.740053,42.380736
-74.808828,42.397011
-74.89064499999998,42.385627
-74.986584,42.370849
-75.063075,42.363357
-75.15825,42.355787
-75.137245,42.297702
-75.22975,42.326328
-75.315086,42.291223
-75.388092,42.314694
-75.391717,42.310407
-75.38187099999998,42.306099
-75.399179,42.301096
-75.399736,42.313022
-75.303697,42.242065
-75.350102,42.187394
-75.394762,42.092149
-75.279988,42.073395
-75.111403,42.228177
-75.125372,42.173151
-75.130321,42.178716
-75.13373399999998,42.170924
-75.187444,42.18146
-75.11919499999998,42.128348
-74.814814,42.122662
-74.767705,42.189507
-74.945205,42.190496
-75.033822,42.234938
-74.8928,42.30050900000001
-74.867297,42.294462
-74.909522,42.250943
-74.96926500000002,42.292592
-74.92748900000002,42.274273
-74.622599,42.385526
-74.681874,42.354404
-74.782271,42.260796
-74.47782099999998,42.312549
-74.544891,42.339919
-74.599226,42.246732
-74.532949,42.15792
-74.58146500000002,42.175318
-74.643111,42.149199
-74.61148399999998,42.207526
-74.677658,42.143299
-74.95658,42.099655
-74.933818,42.001442
-75.00931700000002,42.060613
-75.16213499999998,41.983382
-75.286908,41.961281
-75.281141,41.951234
-75.112522,41.937206
-73.55474,41.846984
-73.579552,41.754213
-73.55142099999998,41.790477
-73.55233199999998,41.867758
-73.722476,41.64028
-73.742804,41.612587
-73.663216,41.628997
-73.700141,41.611364
-73.688457,41.576476
